Date,Year,Month Number,Month,Month & Year,Mon & Year
2-Jan-99,1999,1,January,Jan-99,Jan-99
3-Jan-99,1999,1,January,Jan-99,Jan-99
4-Jan-99,1999,1,January,Jan-99,Jan-99
5-Jan-99,1999,1,January,Jan-99,Jan-99
6-Jan-99,1999,1,January,Jan-99,Jan-99
7-Jan-99,1999,1,January,Jan-99,Jan-99
8-Jan-99,1999,1,January,Jan-99,Jan-99
9-Jan-99,1999,1,January,Jan-99,Jan-99
10-Jan-99,1999,1,January,Jan-99,Jan-99
11-Jan-99,1999,1,January,Jan-99,Jan-99
12-Jan-99,1999,1,January,Jan-99,Jan-99
13-Jan-99,1999,1,January,Jan-99,Jan-99
14-Jan-99,1999,1,January,Jan-99,Jan-99
15-Jan-99,1999,1,January,Jan-99,Jan-99
16-Jan-99,1999,1,January,Jan-99,Jan-99
17-Jan-99,1999,1,January,Jan-99,Jan-99
18-Jan-99,1999,1,January,Jan-99,Jan-99
19-Jan-99,1999,1,January,Jan-99,Jan-99
20-Jan-99,1999,1,January,Jan-99,Jan-99
21-Jan-99,1999,1,January,Jan-99,Jan-99
22-Jan-99,1999,1,January,Jan-99,Jan-99
23-Jan-99,1999,1,January,Jan-99,Jan-99
24-Jan-99,1999,1,January,Jan-99,Jan-99
25-Jan-99,1999,1,January,Jan-99,Jan-99
26-Jan-99,1999,1,January,Jan-99,Jan-99
27-Jan-99,1999,1,January,Jan-99,Jan-99
28-Jan-99,1999,1,January,Jan-99,Jan-99
29-Jan-99,1999,1,January,Jan-99,Jan-99
30-Jan-99,1999,1,January,Jan-99,Jan-99
31-Jan-99,1999,1,January,Jan-99,Jan-99
1-Feb-99,1999,2,February,Feb-99,Feb-99
2-Feb-99,1999,2,February,Feb-99,Feb-99
3-Feb-99,1999,2,February,Feb-99,Feb-99
4-Feb-99,1999,2,February,Feb-99,Feb-99
5-Feb-99,1999,2,February,Feb-99,Feb-99
6-Feb-99,1999,2,February,Feb-99,Feb-99
7-Feb-99,1999,2,February,Feb-99,Feb-99
8-Feb-99,1999,2,February,Feb-99,Feb-99
9-Feb-99,1999,2,February,Feb-99,Feb-99
10-Feb-99,1999,2,February,Feb-99,Feb-99
11-Feb-99,1999,2,February,Feb-99,Feb-99
12-Feb-99,1999,2,February,Feb-99,Feb-99
13-Feb-99,1999,2,February,Feb-99,Feb-99
14-Feb-99,1999,2,February,Feb-99,Feb-99
15-Feb-99,1999,2,February,Feb-99,Feb-99
16-Feb-99,1999,2,February,Feb-99,Feb-99
17-Feb-99,1999,2,February,Feb-99,Feb-99
18-Feb-99,1999,2,February,Feb-99,Feb-99
19-Feb-99,1999,2,February,Feb-99,Feb-99
20-Feb-99,1999,2,February,Feb-99,Feb-99
21-Feb-99,1999,2,February,Feb-99,Feb-99
22-Feb-99,1999,2,February,Feb-99,Feb-99
23-Feb-99,1999,2,February,Feb-99,Feb-99
24-Feb-99,1999,2,February,Feb-99,Feb-99
25-Feb-99,1999,2,February,Feb-99,Feb-99
26-Feb-99,1999,2,February,Feb-99,Feb-99
27-Feb-99,1999,2,February,Feb-99,Feb-99
28-Feb-99,1999,2,February,Feb-99,Feb-99
1-Mar-99,1999,3,March,Mar-99,Mar-99
2-Mar-99,1999,3,March,Mar-99,Mar-99
3-Mar-99,1999,3,March,Mar-99,Mar-99
4-Mar-99,1999,3,March,Mar-99,Mar-99
5-Mar-99,1999,3,March,Mar-99,Mar-99
6-Mar-99,1999,3,March,Mar-99,Mar-99
7-Mar-99,1999,3,March,Mar-99,Mar-99
8-Mar-99,1999,3,March,Mar-99,Mar-99
9-Mar-99,1999,3,March,Mar-99,Mar-99
10-Mar-99,1999,3,March,Mar-99,Mar-99
11-Mar-99,1999,3,March,Mar-99,Mar-99
12-Mar-99,1999,3,March,Mar-99,Mar-99
13-Mar-99,1999,3,March,Mar-99,Mar-99
14-Mar-99,1999,3,March,Mar-99,Mar-99
15-Mar-99,1999,3,March,Mar-99,Mar-99
16-Mar-99,1999,3,March,Mar-99,Mar-99
17-Mar-99,1999,3,March,Mar-99,Mar-99
18-Mar-99,1999,3,March,Mar-99,Mar-99
19-Mar-99,1999,3,March,Mar-99,Mar-99
20-Mar-99,1999,3,March,Mar-99,Mar-99
21-Mar-99,1999,3,March,Mar-99,Mar-99
22-Mar-99,1999,3,March,Mar-99,Mar-99
23-Mar-99,1999,3,March,Mar-99,Mar-99
24-Mar-99,1999,3,March,Mar-99,Mar-99
25-Mar-99,1999,3,March,Mar-99,Mar-99
26-Mar-99,1999,3,March,Mar-99,Mar-99
27-Mar-99,1999,3,March,Mar-99,Mar-99
28-Mar-99,1999,3,March,Mar-99,Mar-99
29-Mar-99,1999,3,March,Mar-99,Mar-99
30-Mar-99,1999,3,March,Mar-99,Mar-99
31-Mar-99,1999,3,March,Mar-99,Mar-99
1-Apr-99,1999,4,April,Apr-99,Apr-99
2-Apr-99,1999,4,April,Apr-99,Apr-99
3-Apr-99,1999,4,April,Apr-99,Apr-99
4-Apr-99,1999,4,April,Apr-99,Apr-99
5-Apr-99,1999,4,April,Apr-99,Apr-99
6-Apr-99,1999,4,April,Apr-99,Apr-99
7-Apr-99,1999,4,April,Apr-99,Apr-99
8-Apr-99,1999,4,April,Apr-99,Apr-99
9-Apr-99,1999,4,April,Apr-99,Apr-99
10-Apr-99,1999,4,April,Apr-99,Apr-99
11-Apr-99,1999,4,April,Apr-99,Apr-99
12-Apr-99,1999,4,April,Apr-99,Apr-99
13-Apr-99,1999,4,April,Apr-99,Apr-99
14-Apr-99,1999,4,April,Apr-99,Apr-99
15-Apr-99,1999,4,April,Apr-99,Apr-99
16-Apr-99,1999,4,April,Apr-99,Apr-99
17-Apr-99,1999,4,April,Apr-99,Apr-99
18-Apr-99,1999,4,April,Apr-99,Apr-99
19-Apr-99,1999,4,April,Apr-99,Apr-99
20-Apr-99,1999,4,April,Apr-99,Apr-99
21-Apr-99,1999,4,April,Apr-99,Apr-99
22-Apr-99,1999,4,April,Apr-99,Apr-99
23-Apr-99,1999,4,April,Apr-99,Apr-99
24-Apr-99,1999,4,April,Apr-99,Apr-99
25-Apr-99,1999,4,April,Apr-99,Apr-99
26-Apr-99,1999,4,April,Apr-99,Apr-99
27-Apr-99,1999,4,April,Apr-99,Apr-99
28-Apr-99,1999,4,April,Apr-99,Apr-99
29-Apr-99,1999,4,April,Apr-99,Apr-99
30-Apr-99,1999,4,April,Apr-99,Apr-99
1-May-99,1999,5,May,May-99,May-99
2-May-99,1999,5,May,May-99,May-99
3-May-99,1999,5,May,May-99,May-99
4-May-99,1999,5,May,May-99,May-99
5-May-99,1999,5,May,May-99,May-99
6-May-99,1999,5,May,May-99,May-99
7-May-99,1999,5,May,May-99,May-99
8-May-99,1999,5,May,May-99,May-99
9-May-99,1999,5,May,May-99,May-99
10-May-99,1999,5,May,May-99,May-99
11-May-99,1999,5,May,May-99,May-99
12-May-99,1999,5,May,May-99,May-99
13-May-99,1999,5,May,May-99,May-99
14-May-99,1999,5,May,May-99,May-99
15-May-99,1999,5,May,May-99,May-99
16-May-99,1999,5,May,May-99,May-99
17-May-99,1999,5,May,May-99,May-99
18-May-99,1999,5,May,May-99,May-99
19-May-99,1999,5,May,May-99,May-99
20-May-99,1999,5,May,May-99,May-99
21-May-99,1999,5,May,May-99,May-99
22-May-99,1999,5,May,May-99,May-99
23-May-99,1999,5,May,May-99,May-99
24-May-99,1999,5,May,May-99,May-99
25-May-99,1999,5,May,May-99,May-99
26-May-99,1999,5,May,May-99,May-99
27-May-99,1999,5,May,May-99,May-99
28-May-99,1999,5,May,May-99,May-99
29-May-99,1999,5,May,May-99,May-99
30-May-99,1999,5,May,May-99,May-99
31-May-99,1999,5,May,May-99,May-99
1-Jun-99,1999,6,June,Jun-99,Jun-99
2-Jun-99,1999,6,June,Jun-99,Jun-99
3-Jun-99,1999,6,June,Jun-99,Jun-99
4-Jun-99,1999,6,June,Jun-99,Jun-99
5-Jun-99,1999,6,June,Jun-99,Jun-99
6-Jun-99,1999,6,June,Jun-99,Jun-99
7-Jun-99,1999,6,June,Jun-99,Jun-99
8-Jun-99,1999,6,June,Jun-99,Jun-99
9-Jun-99,1999,6,June,Jun-99,Jun-99
10-Jun-99,1999,6,June,Jun-99,Jun-99
11-Jun-99,1999,6,June,Jun-99,Jun-99
12-Jun-99,1999,6,June,Jun-99,Jun-99
13-Jun-99,1999,6,June,Jun-99,Jun-99
14-Jun-99,1999,6,June,Jun-99,Jun-99
15-Jun-99,1999,6,June,Jun-99,Jun-99
16-Jun-99,1999,6,June,Jun-99,Jun-99
17-Jun-99,1999,6,June,Jun-99,Jun-99
18-Jun-99,1999,6,June,Jun-99,Jun-99
19-Jun-99,1999,6,June,Jun-99,Jun-99
20-Jun-99,1999,6,June,Jun-99,Jun-99
21-Jun-99,1999,6,June,Jun-99,Jun-99
22-Jun-99,1999,6,June,Jun-99,Jun-99
23-Jun-99,1999,6,June,Jun-99,Jun-99
24-Jun-99,1999,6,June,Jun-99,Jun-99
25-Jun-99,1999,6,June,Jun-99,Jun-99
26-Jun-99,1999,6,June,Jun-99,Jun-99
27-Jun-99,1999,6,June,Jun-99,Jun-99
28-Jun-99,1999,6,June,Jun-99,Jun-99
29-Jun-99,1999,6,June,Jun-99,Jun-99
30-Jun-99,1999,6,June,Jun-99,Jun-99
1-Jul-99,1999,7,July,Jul-99,Jul-99
2-Jul-99,1999,7,July,Jul-99,Jul-99
3-Jul-99,1999,7,July,Jul-99,Jul-99
4-Jul-99,1999,7,July,Jul-99,Jul-99
5-Jul-99,1999,7,July,Jul-99,Jul-99
6-Jul-99,1999,7,July,Jul-99,Jul-99
7-Jul-99,1999,7,July,Jul-99,Jul-99
8-Jul-99,1999,7,July,Jul-99,Jul-99
9-Jul-99,1999,7,July,Jul-99,Jul-99
10-Jul-99,1999,7,July,Jul-99,Jul-99
11-Jul-99,1999,7,July,Jul-99,Jul-99
12-Jul-99,1999,7,July,Jul-99,Jul-99
13-Jul-99,1999,7,July,Jul-99,Jul-99
14-Jul-99,1999,7,July,Jul-99,Jul-99
15-Jul-99,1999,7,July,Jul-99,Jul-99
16-Jul-99,1999,7,July,Jul-99,Jul-99
17-Jul-99,1999,7,July,Jul-99,Jul-99
18-Jul-99,1999,7,July,Jul-99,Jul-99
19-Jul-99,1999,7,July,Jul-99,Jul-99
20-Jul-99,1999,7,July,Jul-99,Jul-99
21-Jul-99,1999,7,July,Jul-99,Jul-99
22-Jul-99,1999,7,July,Jul-99,Jul-99
23-Jul-99,1999,7,July,Jul-99,Jul-99
24-Jul-99,1999,7,July,Jul-99,Jul-99
25-Jul-99,1999,7,July,Jul-99,Jul-99
26-Jul-99,1999,7,July,Jul-99,Jul-99
27-Jul-99,1999,7,July,Jul-99,Jul-99
28-Jul-99,1999,7,July,Jul-99,Jul-99
29-Jul-99,1999,7,July,Jul-99,Jul-99
30-Jul-99,1999,7,July,Jul-99,Jul-99
31-Jul-99,1999,7,July,Jul-99,Jul-99
1-Aug-99,1999,8,August,Aug-99,Aug-99
2-Aug-99,1999,8,August,Aug-99,Aug-99
3-Aug-99,1999,8,August,Aug-99,Aug-99
4-Aug-99,1999,8,August,Aug-99,Aug-99
5-Aug-99,1999,8,August,Aug-99,Aug-99
6-Aug-99,1999,8,August,Aug-99,Aug-99
7-Aug-99,1999,8,August,Aug-99,Aug-99
8-Aug-99,1999,8,August,Aug-99,Aug-99
9-Aug-99,1999,8,August,Aug-99,Aug-99
10-Aug-99,1999,8,August,Aug-99,Aug-99
11-Aug-99,1999,8,August,Aug-99,Aug-99
12-Aug-99,1999,8,August,Aug-99,Aug-99
13-Aug-99,1999,8,August,Aug-99,Aug-99
14-Aug-99,1999,8,August,Aug-99,Aug-99
15-Aug-99,1999,8,August,Aug-99,Aug-99
16-Aug-99,1999,8,August,Aug-99,Aug-99
17-Aug-99,1999,8,August,Aug-99,Aug-99
18-Aug-99,1999,8,August,Aug-99,Aug-99
19-Aug-99,1999,8,August,Aug-99,Aug-99
20-Aug-99,1999,8,August,Aug-99,Aug-99
21-Aug-99,1999,8,August,Aug-99,Aug-99
22-Aug-99,1999,8,August,Aug-99,Aug-99
23-Aug-99,1999,8,August,Aug-99,Aug-99
24-Aug-99,1999,8,August,Aug-99,Aug-99
25-Aug-99,1999,8,August,Aug-99,Aug-99
26-Aug-99,1999,8,August,Aug-99,Aug-99
27-Aug-99,1999,8,August,Aug-99,Aug-99
28-Aug-99,1999,8,August,Aug-99,Aug-99
29-Aug-99,1999,8,August,Aug-99,Aug-99
30-Aug-99,1999,8,August,Aug-99,Aug-99
31-Aug-99,1999,8,August,Aug-99,Aug-99
1-Sep-99,1999,9,September,Sep-99,Sep-99
2-Sep-99,1999,9,September,Sep-99,Sep-99
3-Sep-99,1999,9,September,Sep-99,Sep-99
4-Sep-99,1999,9,September,Sep-99,Sep-99
5-Sep-99,1999,9,September,Sep-99,Sep-99
6-Sep-99,1999,9,September,Sep-99,Sep-99
7-Sep-99,1999,9,September,Sep-99,Sep-99
8-Sep-99,1999,9,September,Sep-99,Sep-99
9-Sep-99,1999,9,September,Sep-99,Sep-99
10-Sep-99,1999,9,September,Sep-99,Sep-99
11-Sep-99,1999,9,September,Sep-99,Sep-99
12-Sep-99,1999,9,September,Sep-99,Sep-99
13-Sep-99,1999,9,September,Sep-99,Sep-99
14-Sep-99,1999,9,September,Sep-99,Sep-99
15-Sep-99,1999,9,September,Sep-99,Sep-99
16-Sep-99,1999,9,September,Sep-99,Sep-99
17-Sep-99,1999,9,September,Sep-99,Sep-99
18-Sep-99,1999,9,September,Sep-99,Sep-99
19-Sep-99,1999,9,September,Sep-99,Sep-99
20-Sep-99,1999,9,September,Sep-99,Sep-99
21-Sep-99,1999,9,September,Sep-99,Sep-99
22-Sep-99,1999,9,September,Sep-99,Sep-99
23-Sep-99,1999,9,September,Sep-99,Sep-99
24-Sep-99,1999,9,September,Sep-99,Sep-99
25-Sep-99,1999,9,September,Sep-99,Sep-99
26-Sep-99,1999,9,September,Sep-99,Sep-99
27-Sep-99,1999,9,September,Sep-99,Sep-99
28-Sep-99,1999,9,September,Sep-99,Sep-99
29-Sep-99,1999,9,September,Sep-99,Sep-99
30-Sep-99,1999,9,September,Sep-99,Sep-99
1-Oct-99,1999,10,October,Oct-99,Oct-99
2-Oct-99,1999,10,October,Oct-99,Oct-99
3-Oct-99,1999,10,October,Oct-99,Oct-99
4-Oct-99,1999,10,October,Oct-99,Oct-99
5-Oct-99,1999,10,October,Oct-99,Oct-99
6-Oct-99,1999,10,October,Oct-99,Oct-99
7-Oct-99,1999,10,October,Oct-99,Oct-99
8-Oct-99,1999,10,October,Oct-99,Oct-99
9-Oct-99,1999,10,October,Oct-99,Oct-99
10-Oct-99,1999,10,October,Oct-99,Oct-99
11-Oct-99,1999,10,October,Oct-99,Oct-99
12-Oct-99,1999,10,October,Oct-99,Oct-99
13-Oct-99,1999,10,October,Oct-99,Oct-99
14-Oct-99,1999,10,October,Oct-99,Oct-99
15-Oct-99,1999,10,October,Oct-99,Oct-99
16-Oct-99,1999,10,October,Oct-99,Oct-99
17-Oct-99,1999,10,October,Oct-99,Oct-99
18-Oct-99,1999,10,October,Oct-99,Oct-99
19-Oct-99,1999,10,October,Oct-99,Oct-99
20-Oct-99,1999,10,October,Oct-99,Oct-99
21-Oct-99,1999,10,October,Oct-99,Oct-99
22-Oct-99,1999,10,October,Oct-99,Oct-99
23-Oct-99,1999,10,October,Oct-99,Oct-99
24-Oct-99,1999,10,October,Oct-99,Oct-99
25-Oct-99,1999,10,October,Oct-99,Oct-99
26-Oct-99,1999,10,October,Oct-99,Oct-99
27-Oct-99,1999,10,October,Oct-99,Oct-99
28-Oct-99,1999,10,October,Oct-99,Oct-99
29-Oct-99,1999,10,October,Oct-99,Oct-99
30-Oct-99,1999,10,October,Oct-99,Oct-99
31-Oct-99,1999,10,October,Oct-99,Oct-99
1-Nov-99,1999,11,November,Nov-99,Nov-99
2-Nov-99,1999,11,November,Nov-99,Nov-99
3-Nov-99,1999,11,November,Nov-99,Nov-99
4-Nov-99,1999,11,November,Nov-99,Nov-99
5-Nov-99,1999,11,November,Nov-99,Nov-99
6-Nov-99,1999,11,November,Nov-99,Nov-99
7-Nov-99,1999,11,November,Nov-99,Nov-99
8-Nov-99,1999,11,November,Nov-99,Nov-99
9-Nov-99,1999,11,November,Nov-99,Nov-99
10-Nov-99,1999,11,November,Nov-99,Nov-99
11-Nov-99,1999,11,November,Nov-99,Nov-99
12-Nov-99,1999,11,November,Nov-99,Nov-99
13-Nov-99,1999,11,November,Nov-99,Nov-99
14-Nov-99,1999,11,November,Nov-99,Nov-99
15-Nov-99,1999,11,November,Nov-99,Nov-99
16-Nov-99,1999,11,November,Nov-99,Nov-99
17-Nov-99,1999,11,November,Nov-99,Nov-99
18-Nov-99,1999,11,November,Nov-99,Nov-99
19-Nov-99,1999,11,November,Nov-99,Nov-99
20-Nov-99,1999,11,November,Nov-99,Nov-99
21-Nov-99,1999,11,November,Nov-99,Nov-99
22-Nov-99,1999,11,November,Nov-99,Nov-99
23-Nov-99,1999,11,November,Nov-99,Nov-99
24-Nov-99,1999,11,November,Nov-99,Nov-99
25-Nov-99,1999,11,November,Nov-99,Nov-99
26-Nov-99,1999,11,November,Nov-99,Nov-99
27-Nov-99,1999,11,November,Nov-99,Nov-99
28-Nov-99,1999,11,November,Nov-99,Nov-99
29-Nov-99,1999,11,November,Nov-99,Nov-99
30-Nov-99,1999,11,November,Nov-99,Nov-99
1-Dec-99,1999,12,December,Dec-99,Dec-99
2-Dec-99,1999,12,December,Dec-99,Dec-99
3-Dec-99,1999,12,December,Dec-99,Dec-99
4-Dec-99,1999,12,December,Dec-99,Dec-99
5-Dec-99,1999,12,December,Dec-99,Dec-99
6-Dec-99,1999,12,December,Dec-99,Dec-99
7-Dec-99,1999,12,December,Dec-99,Dec-99
8-Dec-99,1999,12,December,Dec-99,Dec-99
9-Dec-99,1999,12,December,Dec-99,Dec-99
10-Dec-99,1999,12,December,Dec-99,Dec-99
11-Dec-99,1999,12,December,Dec-99,Dec-99
12-Dec-99,1999,12,December,Dec-99,Dec-99
13-Dec-99,1999,12,December,Dec-99,Dec-99
14-Dec-99,1999,12,December,Dec-99,Dec-99
15-Dec-99,1999,12,December,Dec-99,Dec-99
16-Dec-99,1999,12,December,Dec-99,Dec-99
17-Dec-99,1999,12,December,Dec-99,Dec-99
18-Dec-99,1999,12,December,Dec-99,Dec-99
19-Dec-99,1999,12,December,Dec-99,Dec-99
20-Dec-99,1999,12,December,Dec-99,Dec-99
21-Dec-99,1999,12,December,Dec-99,Dec-99
22-Dec-99,1999,12,December,Dec-99,Dec-99
23-Dec-99,1999,12,December,Dec-99,Dec-99
24-Dec-99,1999,12,December,Dec-99,Dec-99
25-Dec-99,1999,12,December,Dec-99,Dec-99
26-Dec-99,1999,12,December,Dec-99,Dec-99
27-Dec-99,1999,12,December,Dec-99,Dec-99
28-Dec-99,1999,12,December,Dec-99,Dec-99
29-Dec-99,1999,12,December,Dec-99,Dec-99
30-Dec-99,1999,12,December,Dec-99,Dec-99
31-Dec-99,1999,12,December,Dec-99,Dec-99
1-Jan-00,2000,1,January,Jan-00,Jan-00
2-Jan-00,2000,1,January,Jan-00,Jan-00
3-Jan-00,2000,1,January,Jan-00,Jan-00
4-Jan-00,2000,1,January,Jan-00,Jan-00
5-Jan-00,2000,1,January,Jan-00,Jan-00
6-Jan-00,2000,1,January,Jan-00,Jan-00
7-Jan-00,2000,1,January,Jan-00,Jan-00
8-Jan-00,2000,1,January,Jan-00,Jan-00
9-Jan-00,2000,1,January,Jan-00,Jan-00
10-Jan-00,2000,1,January,Jan-00,Jan-00
11-Jan-00,2000,1,January,Jan-00,Jan-00
12-Jan-00,2000,1,January,Jan-00,Jan-00
13-Jan-00,2000,1,January,Jan-00,Jan-00
14-Jan-00,2000,1,January,Jan-00,Jan-00
15-Jan-00,2000,1,January,Jan-00,Jan-00
16-Jan-00,2000,1,January,Jan-00,Jan-00
17-Jan-00,2000,1,January,Jan-00,Jan-00
18-Jan-00,2000,1,January,Jan-00,Jan-00
19-Jan-00,2000,1,January,Jan-00,Jan-00
20-Jan-00,2000,1,January,Jan-00,Jan-00
21-Jan-00,2000,1,January,Jan-00,Jan-00
22-Jan-00,2000,1,January,Jan-00,Jan-00
23-Jan-00,2000,1,January,Jan-00,Jan-00
24-Jan-00,2000,1,January,Jan-00,Jan-00
25-Jan-00,2000,1,January,Jan-00,Jan-00
26-Jan-00,2000,1,January,Jan-00,Jan-00
27-Jan-00,2000,1,January,Jan-00,Jan-00
28-Jan-00,2000,1,January,Jan-00,Jan-00
29-Jan-00,2000,1,January,Jan-00,Jan-00
30-Jan-00,2000,1,January,Jan-00,Jan-00
31-Jan-00,2000,1,January,Jan-00,Jan-00
1-Feb-00,2000,2,February,Feb-00,Feb-00
2-Feb-00,2000,2,February,Feb-00,Feb-00
3-Feb-00,2000,2,February,Feb-00,Feb-00
4-Feb-00,2000,2,February,Feb-00,Feb-00
5-Feb-00,2000,2,February,Feb-00,Feb-00
6-Feb-00,2000,2,February,Feb-00,Feb-00
7-Feb-00,2000,2,February,Feb-00,Feb-00
8-Feb-00,2000,2,February,Feb-00,Feb-00
9-Feb-00,2000,2,February,Feb-00,Feb-00
10-Feb-00,2000,2,February,Feb-00,Feb-00
11-Feb-00,2000,2,February,Feb-00,Feb-00
12-Feb-00,2000,2,February,Feb-00,Feb-00
13-Feb-00,2000,2,February,Feb-00,Feb-00
14-Feb-00,2000,2,February,Feb-00,Feb-00
15-Feb-00,2000,2,February,Feb-00,Feb-00
16-Feb-00,2000,2,February,Feb-00,Feb-00
17-Feb-00,2000,2,February,Feb-00,Feb-00
18-Feb-00,2000,2,February,Feb-00,Feb-00
19-Feb-00,2000,2,February,Feb-00,Feb-00
20-Feb-00,2000,2,February,Feb-00,Feb-00
21-Feb-00,2000,2,February,Feb-00,Feb-00
22-Feb-00,2000,2,February,Feb-00,Feb-00
23-Feb-00,2000,2,February,Feb-00,Feb-00
24-Feb-00,2000,2,February,Feb-00,Feb-00
25-Feb-00,2000,2,February,Feb-00,Feb-00
26-Feb-00,2000,2,February,Feb-00,Feb-00
27-Feb-00,2000,2,February,Feb-00,Feb-00
28-Feb-00,2000,2,February,Feb-00,Feb-00
29-Feb-00,2000,2,February,Feb-00,Feb-00
1-Mar-00,2000,3,March,Mar-00,Mar-00
2-Mar-00,2000,3,March,Mar-00,Mar-00
3-Mar-00,2000,3,March,Mar-00,Mar-00
4-Mar-00,2000,3,March,Mar-00,Mar-00
5-Mar-00,2000,3,March,Mar-00,Mar-00
6-Mar-00,2000,3,March,Mar-00,Mar-00
7-Mar-00,2000,3,March,Mar-00,Mar-00
8-Mar-00,2000,3,March,Mar-00,Mar-00
9-Mar-00,2000,3,March,Mar-00,Mar-00
10-Mar-00,2000,3,March,Mar-00,Mar-00
11-Mar-00,2000,3,March,Mar-00,Mar-00
12-Mar-00,2000,3,March,Mar-00,Mar-00
13-Mar-00,2000,3,March,Mar-00,Mar-00
14-Mar-00,2000,3,March,Mar-00,Mar-00
15-Mar-00,2000,3,March,Mar-00,Mar-00
16-Mar-00,2000,3,March,Mar-00,Mar-00
17-Mar-00,2000,3,March,Mar-00,Mar-00
18-Mar-00,2000,3,March,Mar-00,Mar-00
19-Mar-00,2000,3,March,Mar-00,Mar-00
20-Mar-00,2000,3,March,Mar-00,Mar-00
21-Mar-00,2000,3,March,Mar-00,Mar-00
22-Mar-00,2000,3,March,Mar-00,Mar-00
23-Mar-00,2000,3,March,Mar-00,Mar-00
24-Mar-00,2000,3,March,Mar-00,Mar-00
25-Mar-00,2000,3,March,Mar-00,Mar-00
26-Mar-00,2000,3,March,Mar-00,Mar-00
27-Mar-00,2000,3,March,Mar-00,Mar-00
28-Mar-00,2000,3,March,Mar-00,Mar-00
29-Mar-00,2000,3,March,Mar-00,Mar-00
30-Mar-00,2000,3,March,Mar-00,Mar-00
31-Mar-00,2000,3,March,Mar-00,Mar-00
1-Apr-00,2000,4,April,Apr-00,Apr-00
2-Apr-00,2000,4,April,Apr-00,Apr-00
3-Apr-00,2000,4,April,Apr-00,Apr-00
4-Apr-00,2000,4,April,Apr-00,Apr-00
5-Apr-00,2000,4,April,Apr-00,Apr-00
6-Apr-00,2000,4,April,Apr-00,Apr-00
7-Apr-00,2000,4,April,Apr-00,Apr-00
8-Apr-00,2000,4,April,Apr-00,Apr-00
9-Apr-00,2000,4,April,Apr-00,Apr-00
10-Apr-00,2000,4,April,Apr-00,Apr-00
11-Apr-00,2000,4,April,Apr-00,Apr-00
12-Apr-00,2000,4,April,Apr-00,Apr-00
13-Apr-00,2000,4,April,Apr-00,Apr-00
14-Apr-00,2000,4,April,Apr-00,Apr-00
15-Apr-00,2000,4,April,Apr-00,Apr-00
16-Apr-00,2000,4,April,Apr-00,Apr-00
17-Apr-00,2000,4,April,Apr-00,Apr-00
18-Apr-00,2000,4,April,Apr-00,Apr-00
19-Apr-00,2000,4,April,Apr-00,Apr-00
20-Apr-00,2000,4,April,Apr-00,Apr-00
21-Apr-00,2000,4,April,Apr-00,Apr-00
22-Apr-00,2000,4,April,Apr-00,Apr-00
23-Apr-00,2000,4,April,Apr-00,Apr-00
24-Apr-00,2000,4,April,Apr-00,Apr-00
25-Apr-00,2000,4,April,Apr-00,Apr-00
26-Apr-00,2000,4,April,Apr-00,Apr-00
27-Apr-00,2000,4,April,Apr-00,Apr-00
28-Apr-00,2000,4,April,Apr-00,Apr-00
29-Apr-00,2000,4,April,Apr-00,Apr-00
30-Apr-00,2000,4,April,Apr-00,Apr-00
1-May-00,2000,5,May,May-00,May-00
2-May-00,2000,5,May,May-00,May-00
3-May-00,2000,5,May,May-00,May-00
4-May-00,2000,5,May,May-00,May-00
5-May-00,2000,5,May,May-00,May-00
6-May-00,2000,5,May,May-00,May-00
7-May-00,2000,5,May,May-00,May-00
8-May-00,2000,5,May,May-00,May-00
9-May-00,2000,5,May,May-00,May-00
10-May-00,2000,5,May,May-00,May-00
11-May-00,2000,5,May,May-00,May-00
12-May-00,2000,5,May,May-00,May-00
13-May-00,2000,5,May,May-00,May-00
14-May-00,2000,5,May,May-00,May-00
15-May-00,2000,5,May,May-00,May-00
16-May-00,2000,5,May,May-00,May-00
17-May-00,2000,5,May,May-00,May-00
18-May-00,2000,5,May,May-00,May-00
19-May-00,2000,5,May,May-00,May-00
20-May-00,2000,5,May,May-00,May-00
21-May-00,2000,5,May,May-00,May-00
22-May-00,2000,5,May,May-00,May-00
23-May-00,2000,5,May,May-00,May-00
24-May-00,2000,5,May,May-00,May-00
25-May-00,2000,5,May,May-00,May-00
26-May-00,2000,5,May,May-00,May-00
27-May-00,2000,5,May,May-00,May-00
28-May-00,2000,5,May,May-00,May-00
29-May-00,2000,5,May,May-00,May-00
30-May-00,2000,5,May,May-00,May-00
31-May-00,2000,5,May,May-00,May-00
1-Jun-00,2000,6,June,Jun-00,Jun-00
2-Jun-00,2000,6,June,Jun-00,Jun-00
3-Jun-00,2000,6,June,Jun-00,Jun-00
4-Jun-00,2000,6,June,Jun-00,Jun-00
5-Jun-00,2000,6,June,Jun-00,Jun-00
6-Jun-00,2000,6,June,Jun-00,Jun-00
7-Jun-00,2000,6,June,Jun-00,Jun-00
8-Jun-00,2000,6,June,Jun-00,Jun-00
9-Jun-00,2000,6,June,Jun-00,Jun-00
10-Jun-00,2000,6,June,Jun-00,Jun-00
11-Jun-00,2000,6,June,Jun-00,Jun-00
12-Jun-00,2000,6,June,Jun-00,Jun-00
13-Jun-00,2000,6,June,Jun-00,Jun-00
14-Jun-00,2000,6,June,Jun-00,Jun-00
15-Jun-00,2000,6,June,Jun-00,Jun-00
